SALE YR,SALE NO,SALE DATE,SALE ITEM NO,SALE TYPE,SALE PRICE,DESCRIPTION LINE 1,DESCRIPTION LINE 2
2012,002,06/13/2012,056,Auction,1700.00,1996 INTERNATIONAL 4700 2-TON 4X2 CREW CAB DUMP TRUCK,"1996 INTERNATIONAL 4700 2-TON 4X2 CREW CAB DUMP TRUCK vin: 1HTSCAAN5TH274366    6 cyl  l CAB HAS RUST AT ROCKER PANELS. DOORS ON DRIVER SIDE HAVE SEVERE RUST  DUMP BOX HAS RUST PERFORATION   mileage: approx. 183,983"
2012,002,06/13/2012,057,Auction,5300.00,1998 INTERNATIONAL 2574 7-TON 6X4 DUMP TRUCK,"1998 INTERNATIONAL 2574 7-TON 6X4 DUMP TRUCK vin: 1HTGGAHT1WH521126  yellow ab at 6 cyl  661l CAB IS ROTTED AROUND WINDSHIELD
MISSING LIFT ARM FOR PLOW   mileage: approx. 179,949"
2012,002,06/13/2012,058,Auction,1800.00,1992 CHEVROLET 3500HD 1.5T STAKE TRUCK,1992 CHEVROLET 3500HD 1.5T STAKE TRUCK vin: 1GBKC34F9NJ108011  yellow radio at od 8 cyl  190l   mileage: approx. 146567
2012,002,06/13/2012,059,Auction,1700.00,1996 CHEVROLET 3500 1-TON STAKE TRUCK,"1996 CHEVROLET 3500 1-TON STAKE TRUCK vin: 1GBJC34R6TE177735  yellow radio at od 8 cyl  5.7l EXHAUST LEAK   mileage: approx. 137,182"
2012,002,06/13/2012,060,Auction,700.00,2001 FORD F350XL 1-TON CREW CAB STAKE TRUCK,"2001 FORD F350XL 1-TON CREW CAB STAKE TRUCK vin: 1FDWW32S01EC54400  yellow ac radio at od  cyl  6.8l BLOWN ENGINE Non Op  mileage: approx. 156,746"
2012,002,06/13/2012,061,Auction,1500.00,1994 INTERNATIONAL 4700 2-TON 4X2 CREW CAB STAKE TRUCK,"1994 INTERNATIONAL 4700 2-TON 4X2 CREW CAB STAKE TRUCK vin: 1HTSCACN5RH573393  yellow  6 cyl  408l ROOF HAS SEVERE RUST & NEEDS TO BE REPLACED. STAKE BODY HAS SEVERE RUST PERFORATION. LARGE HOLE IN THE CAB FLOOR   mileage: approx. 126,601"
2012,002,06/13/2012,062,Auction,1200.00,1998 CHEVROLET 2500 3/4T CARGO VAN,"1998 CHEVROLET 2500 3/4T CARGO VAN vin: 1GCGG25R7W1091509  yellow radio at od 8 cyl  5.7l STEP PANELS RUSTED; HAS HOLE IN FRAME   mileage: approx. 71,051"
2012,002,06/13/2012,063,Auction,1050.00,1994 FORD F477 1.5T UTILITY BODY TRUCK,"1994 FORD F477 1.5T UTILITY BODY TRUCK vin: 1FDLF47G8REA29280  yellow radio at od 8 cyl  5.8l EXH. MANI. LEAKS;OIL PAN ROTTED;CRACKED WINDSHIELD, TRUCK HAS ALOT OF RUST   mileage: approx. 135,848"
2012,002,06/13/2012,064,Auction,1700.00,1993 INTERNATIONAL 3700 4X2 BUS,"1993 INTERNATIONAL 3700 4X2 BUS vin: 1HVBAZRM4PH483739   BLUE at od 8 cyl  7.3l mileage: approx. 74,693   "
2012,002,06/13/2012,065,Auction,100.00,ENERPAC AIR HYDRAULIC PUMP PAM9220N,ENERPAC AIR HYDRAULIC PUMP PAM9220N Qty: 1   
2012,002,06/13/2012,066,Auction,0.00,GOODYEAR PASSENGER TIRE REGATTA 2 187-009-016,GOODYEAR PASSENGER TIRE REGATTA  P215/60R16 Qty: 1   
2012,002,06/13/2012,067,Auction,85.00,GOODYEAR LIGHT TRUCK TIRE WORKHORSE EXTRA GRIP 752-725-476,GOODYEAR LIGHT TRUCK TIRE WORKHORSE EXTRA GRIP 752-725-476 Qty: 1   
2012,002,06/13/2012,068,Auction,150.00,CODE 3 ORANGE LENS LIGHT BARS MX7000,CODE 3 ORANGE LENS LIGHT BARS MX7000 Qty: 3   
2012,002,06/13/2012,069,Auction,100.00,AERO DYNIC ORANGE LIGHT BARS SAE-WW3-93,AERO DYNIC ORANGE LIGHT BARS SAE-WW3-93 Qty: 5   
2012,002,06/13/2012,070,Auction,65.00,STAR REAR LED LIGHT STICKS W/CONTROLLER TDDL-15-47CV,STAR REAR LED LIGHT STICKS W/CONTROLLER TDDL-15-47CV Qty: 5   
2012,002,06/13/2012,071,Auction,120.00,WHELEN REAR VEHICLE LED LIGHT STICKS W/CONTROLER TAM83NYS,WHELEN REAR VEHICLE LED LIGHT STICKS W/CONTROLER TAM83NYS Qty: 8   
2012,002,06/13/2012,072,Auction,180.00,WHELEN REAR VEHICLE LED LIGHT STICKS W/CONTROLER TAM83NYS,WHELEN REAR VEHICLE LED LIGHT STICKS W/CONTROLER TAM83NYS Qty: 8   
2012,002,06/13/2012,073,Auction,230.00,WHELEN REAR VEHICLE LED LIGHT STICKS W/CONTROLER TAM83NYS,WHELEN REAR VEHICLE LED LIGHT STICKS W/CONTROLER TAM83NYS Qty: 9   
2012,002,06/13/2012,074,Auction,100.00,1993 STONE 500GW CONCRETE VIB,1993 STONE 500GW CONCRETE VIB  1 cyl     
2012,002,06/13/2012,075,Auction,350.00,1988 SANDBLASTER CLEMCO,1988 SANDBLASTER CLEMCO     
2012,002,06/13/2012,076,Auction,30.00,1992 TITAN 690GX AIRLESS SPRAYER,1992 TITAN 690GX AIRLESS SPRAYER  1 cyl   missing hose - disassembled  non op   
2012,002,06/13/2012,077,Auction,40.00,2000 TITAN AIRLESS PAINT SPRAY,2000 TITAN AIRLESS PAINT SPRAY  1 cyl  missing parts  non op   
2012,002,06/13/2012,078,Auction,550.00,1981 MARINER 25EL OB MOTOR,1981 MARINER 25EL OB MOTOR  2 cyl       
2012,002,06/13/2012,079,Auction,1250.00,1994 MERCURY 125HP OB MOTOR,1994 MERCURY 125HP OB MOTOR       
2012,002,06/13/2012,080,Auction,1300.00,1998 MERCURY 135HP OB MOTOR,1998 MERCURY 135HP OB MOTOR hours: approx. 1235      
2012,002,06/13/2012,081,Auction,300.00,1996 LOADRITE WV700BU BOAT TRAILER,1996 LOADRITE WV700BU BOAT TRAILER       
2012,002,06/13/2012,082,Auction,1700.00,1994 WISCONSIN T-20 20T TILT TRAILER,"1994 WISCONSIN T-20 20T TILT TRAILER   cyl  L   hours: approx. 0 unit has typical rust for it's age, tires are worn, unit is operational as is     "
2012,002,06/13/2012,083,Auction,2000.00,1995 CUSTOM 4T202CH UTLITY TRAILER,1995 CUSTOM 4T202CH UTLITY TRAILER needs paint and several deck planks      
2012,002,06/13/2012,084,Auction,1300.00,1991 ELIMINATOR A-230 UTILITY TRAILER,1991 ELIMINATOR A-230 UTILITY TRAILER  minimal rust      
2012,002,06/13/2012,085,Auction,190.00,1998  MOBILE FUEL TANKS,1998  MOBILE FUEL TANKS       
2012,002,06/13/2012,086,Auction,1000.00,1990 CRAFCO EZ POUR 200D TAR KETTLE,1990 CRAFCO EZ POUR 200D TAR KETTLE  3 cyl  L   hours: approx. 3117 the tar tank caught fire but the frame of the machine and motor are still ok     
2010,003,09/15/2010,002,Auction,35.00,LOT OF APPROX 38  ASSORTED BELTS,5 BELT    
2012,002,06/13/2012,087,Auction,250.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS  1 cyl     hours: approx. 2136  1989 TRAFCON TCI-15D ARROWBOARD      
2012,002,06/13/2012,087,Auction,250.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,1989 TRAFCON TCI-15D ARROWBOARD  1 cyl    hours: approx. 4391 still functions properly     
2012,002,06/13/2012,088,Auction,175.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS  1 cyl     hours: approx. 1220  1989 TRAFCON TCI-15D ARROWBOARD engine knocks     
2012,002,06/13/2012,088,Auction,175.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,1989 TRAFCON TCI-15D ARROWBOARD  1 cyl     hours: approx. 3424 still functions properly     
2012,002,06/13/2012,089,Auction,375.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,"LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS  1 cyl L   hours: approx. 1609  1989 TRAFCON TCI-15D ARROWBOARD still functions properly, showing its age     "
2012,002,06/13/2012,089,Auction,375.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,1989 TRAFCON TCI-15D ARROWBOARD  1 cyl    hours: approx. 4788 still functions properly     
2012,002,06/13/2012,090,Auction,250.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,1989 TRAFCON TCI-15D ARROWBOARD  1 cyl    hours: approx. 3061 still functions properly     
2012,002,06/13/2012,090,Auction,250.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS  1 cyl    hours: approx. 3134   1989 TRAFCON TCI-15D ARROWBOARD still functions properly     
2012,002,06/13/2012,091,Auction,225.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS  1 cyl  L   hours: approx. 4603   1993 TRAFCON TCI-15D ARROWBOARD may need engine - the love-joy connector is broken and the engine will not turn over by hand or by the key and it may be locked up     
2012,002,06/13/2012,091,Auction,225.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,1992 TRAFCON TCI-15D ARROWBOARD  1 cyl    hours: approx. 4281 still functions properly     
2012,002,06/13/2012,092,Auction,300.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS   1 cyl    hours: approx. 4770   1994 TRAFCON TCI-15D ARROWBOARD      
2012,002,06/13/2012,092,Auction,300.00,LOT OF 2  TRAFCON TCI-15D ARROWBOARD SIGNS,1995 TRAFCON TCI-15D ARROWBOARD  1 cyl     hours: approx. 507      
2012,002,06/13/2012,093,Auction,225.00,LOT OF 2 TRAFCON TCI-15D ARROWBOARD SIGNS,LOT OF 2 TRAFCON TCI-15D ARROWBOARD SIGNS 1 cyl    hours: approx. 644   1996 TRAFCON TCI-15D ARROWBOARD does not run-needs battery arrow board is bent  non op   
2012,002,06/13/2012,095,Auction,7500.00,1993 CASE 1845C SKID STEER LDR,1993 CASE 1845C SKID STEER LDR  4 cyl  L   hours: approx. 1185 hydraulics are weak     
2012,002,06/13/2012,096,Auction,1725.00,1978 ALLIS CHALM ACP80 FORKLIFT,1978 ALLIS CHALM ACP80 FORKLIFT  6 cyl  245cu in   hours: approx. 74 needs engine work- runs poorly     
2012,002,06/13/2012,097,Auction,3250.00,1991 CASE/IH 595 W/OTR MOWER,1991 CASE/IH 595 W/OTR MOWER  4 cyl  206L   hours: approx. 2344 both tie rods are bent     
2012,002,06/13/2012,098,Auction,5200.00,1996 CASE/IH 4230 AG TRACTOR,"1996 CASE/IH 4230 AG TRACTOR  4 cyl  268cu in    hours: approx. 2328 numerous wheel studs stripped on rear axle
2 flat front tires     "
2012,002,06/13/2012,099,Auction,550.00,"ALAMO REAR FLAIL MOWER DECKMOUNTED ON S3419 CASE TRACTOR WHICH WAS SURPLUSED 01-3-0086V LOCATED AT SELKIRK 88""","ALAMO REAR FLAIL MOWER DECKMOUNTED ON S3419 CASE TRACTOR WHICH WAS SURPLUSED 01-3-0086V LOCATED AT SELKIRK 88"" Qty: 1   "
2012,002,06/13/2012,100,Auction,6000.00,1991 BADGER H664-88 HYD EXCAVATR,1991 BADGER H664-88 HYD EXCAVATR vin: 165872  yellow ab mt 6 cyl  5.9l FRONT CAB IS IS CRUSHED DUE TO ACCIDENT DAMAGE THE WINDOWS ARE BROKE OUT OF IT ON THE BACK CAB THE DOOR IS BENT AND WILL NOT CLOSE   mileage: approx. 1612
2012,002,06/13/2012,101,Auction,0.00,1991 FORD DF9P1Z BACKHOE/LOADER,"1991 FORD DF9P1Z BACKHOE/LOADER  3 cyl  201cu in    hours: approx. 5746 missing all buckets
left side window missing
boom for back hoe is bent(accident damage)     "
2012,003,09/12/2012,001,Auction,100.00,LOT OF 4 - ASSORTED CAMERAS (DIGITAL & 35MM),LOT OF 4 - ASSORTED CAMERAS (DIGITAL & 35MM) all in operating condition   
2012,003,09/12/2012,001,Auction,100.00,LOT OF 4 - ASSORTED CAMERAS (DIGITAL & 35MM),2001 SONY DIGITAL CAMERA MAVICA     
2012,003,09/12/2012,001,Auction,100.00,LOT OF 4 - ASSORTED CAMERAS (DIGITAL & 35MM),MINOLTA CAMERA X-700 Qty: 1   
2012,003,09/12/2012,001,Auction,100.00,LOT OF 4 - ASSORTED CAMERAS (DIGITAL & 35MM),"2000 CAMERA SONY MAVICA W/BATT, CASE     "
2012,003,09/12/2012,002,Auction,90.00,LOT OF 3 - STIHL CHAINSAWS (VARIOUS SIZES),LOT OF 3 - STIHL CHAINSAWS (VARIOUS SIZES)   all in various conditions of disrepair   
2012,003,09/12/2012,002,Auction,90.00,LOT OF 3 - STIHL CHAINSAWS (VARIOUS SIZES),"2001 STIHL 029 16"" CHAINSAW  1 cyl  The saw is beyond economical repair - it has a bad piston and jug and is missing the cahin bar and missing the side cover  non op   "
2012,003,09/12/2012,002,Auction,90.00,LOT OF 3 - STIHL CHAINSAWS (VARIOUS SIZES),2006 STIHL MS192T CHAINSAW  1 cyl   the saw is beyond economical repair it will not run the pistion is bad the engine is taken apart  non op   
2012,003,09/12/2012,003,Auction,225.00,1988 LITTLE WONDER 9005P AIR RAKE,"1988 LITTLE WONDER 9005P AIR RAKE   1- cyl  needs adjustment knob, rusty     "
2012,003,09/12/2012,004,Auction,200.00,2001 LITTLE WONDER 981 AIR RAKE,2001 LITTLE WONDER 981 AIR RAKE  1- cyl   recoil is slow to return     
2012,003,09/12/2012,005,Auction,20.00,2003 DOCUSEAL 400 LAMINATOR,2003 DOCUSEAL 400 LAMINATOR      
2012,003,09/12/2012,006,Auction,130.00,"1991 DAYTON 20"" DRILL PRESS","1991 DAYTON 20"" DRILL PRESS      "
2012,003,09/12/2012,007,Auction,100.00,HYPERTHERM MX70 PLASMA CUTTER,HYPERTHERM MX70 PLASMA CUTTER  will not function (good for parts)   
2012,003,09/12/2012,008,Auction,700.00,"OTC KIT,GENISYS STARTER EXCHANGE SYSTEM 3.0 OBD","OTC KIT,GENISYS STARTER EXCHANGE SYSTEM 3.0 OBD     "
2012,003,09/12/2012,009,Auction,30.00,GOODYEAR REGATTA P215/60R16 PASSENGER TIRE,GOODYEAR REGATTA P215/60R16 PASSENGER TIRE     
2012,003,09/12/2012,010,Auction,30.00,SPEEDAIRE 4Z313B AUTO HOSE REEL,SPEEDAIRE 4Z313B AUTO HOSE REEL hose needs to be replaced   
2012,003,09/12/2012,011,Auction,20.00,SPEEDAIRE 4Z313B AUTO HOSE REEL,SPEEDAIRE 4Z313B AUTO HOSE REEL hose needs to be replaced   
2012,003,09/12/2012,012,Auction,100.00,2002 ALKOTA  1-CYL 4405ET PRESSURE WASHER,2002 ALKOTA  1-CYL 4405ET PRESSURE WASHER  engine doesn't run - parts missing off engine     
2012,003,09/12/2012,013,Auction,0.00,WASTE WATER TREATMENT KITS -  2.5 LB CONTAINERS,WASTE WATER TREATMENT KITS -  2.5 LB CONTAINERS Qty: 150   
2012,003,09/12/2012,014,Auction,35.00,JACKETS WATERPROOF RAINWEAR W/REFLECTIVE STRIPING FLUORESCENT ORANGE,JACKETS WATERPROOF RAINWEAR W/REFLECTIVE STRIPING FLUORESCENT ORANGE  Lot of 6 - Size small (Qty: 2)  Size medium (Qty: 4)   
2012,003,09/12/2012,014,Auction,35.00,JACKETS WATERPROOF RAINWEAR W/REFLECTIVE STRIPING FLUORESCENT ORANGE,COAT WATERPROOF RAINWEAR WITH REFLECTIVE STRIPINGFLUORESCENT ORANGE SIZE MEDIUM Qty: 4   
2012,004,11/14/2012,013,Auction,30.00,LOT OF 18 - PARTS FOR TENNANT MODEL 528LP POWER SCRUBBER,"BLADE, SQUEEGEE Qty: 3   "
2012,003,09/12/2012,015,Auction,10.00,LOT OF APPROX 8  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 24"" BLACK ON FL ORANGE ""LEFT LANE CLOSED"" W20-5L(MOD.) Qty: 2   "
2012,003,09/12/2012,015,Auction,10.00,LOT OF APPROX 8  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 24"" BLACK ON FL ORANGE ""RIGHT LANE CLOSED"" R20-5R(MOD.) Qty: 2   "
2012,003,09/12/2012,015,Auction,10.00,LOT OF APPROX 8  MISC ROLL-UP ROAD SIGNS,"LOT OF APPROX 8  MISC ROLL-UP ROAD SIGNS (3 different types) signs included: 48""x24"" black on fl orange, lane closures  "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48 X 48"" DIA BK ON FL OR ""RIGHT LANECLOSED 1000 FT (W/VELCRO ""LEFT"") W8-8D Qty: 7   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 76"" WORK ZONE, SPEED LIMIT 55 BLACK ON FL ORANGE/WHITE NYW8-45/R2-1 Qty: 3   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 76"" WORK ZONE, REDUCED SPEED  AHEAD BK ON FL ORANGE/WH W8-45E/R2-12E Qty: 9   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48 X 72 STATE LAW, FINES DOUBLED FORSPEEDING IN WORK ZONES WH ON BK/BK ON WH Qty: 5   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 48"" BLACK ON FL ORANGE LEFT LANE ENDS SYMBOL W4-2L Qty: 2   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X  48"" BLACK ON FL ORANGE RIGHT LANE ENDS SYMBOL W4-2R Qty: 6   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS (10 different types) signs included: 48""x48""; 48""x76"" - lane closures, lane ends, speed limits, fines   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 76"" WORK ZONE, SPEED LIMIT 45 BLACK ON FL ORANGE/WHITE W8-45E/R2-1E Qty: 7   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 48"" LEFT LANE ENDS            BLACK ON FL ORANGE W3-12E Qty: 4   "
2012,003,09/12/2012,016,Auction,30.00,LOT OF APPROX 50  MISC ROLL-UP ROAD SIGNS,"SIGN, ROLLUP 48"" X 48"" RIGHT LANE ENDS           BLACK ON FL ORANGE W3-13E Qty: 4   "
2012,003,09/12/2012,017,Auction,40.00,KOHLER MUFFLER FOR STATIONARY GENERATOR,KOHLER MUFFLER FOR STATIONARY GENERATOR     
2012,003,09/12/2012,018,Auction,2900.00,2006 CHEVROLET  TAHOE 4X4 FFV,"2006 CHEVROLET  TAHOE 4X4 FFV vin: 1GNEK13Z36R146825  blue ac radio at od 8-cyl 5.3l mileage: approx. 153,364  "
2012,003,09/12/2012,019,Auction,250.00,2004 CHRYSLER SEBRING SEDAN FFV,"2004 CHRYSLER SEBRING SEDAN FFV vin: 1C3EL46T34N117199  blue ac radio at od 6-cyl  2.7L oil light comes on at idle   mileage: approx. 216,951"
2012,003,09/12/2012,020,Auction,550.00,2009 FORD CROWN VICTORIA  4 DR SEDAN,"2009 FORD CROWN VICTORIA  4 DR SEDAN vin: 2FAHP71V99X138724  blue ac radio at od 8-cyl  4.6L        NON-OPERATING           extensive rollover accident damage to front, roof & rear mileage: approx. 78,298"
2012,003,09/12/2012,021,Auction,3600.00,2009 FORD CROWN VICTORIA 4 DR SEDAN,"2009 FORD CROWN VICTORIA 4 DR SEDAN vin: 2FAHP71V39X102060  blue ac radio at od 8-cyl  4.6L chip in windshield   mileage: approx. 115,685"
2012,003,09/12/2012,022,Auction,3800.00,2009 FORD CROWN VICTORIA 4 DR SEDAN,"2009 FORD CROWN VICTORIA 4 DR SEDAN vin: 2FAHP71V69X138731  blue ac radio at od 8-cyl  4.6L mileage: approx. 115,737   "
2012,003,09/12/2012,023,Auction,3700.00,2009 FORD CROWN VICTORIA 4 DR SEDAN,"2009 FORD CROWN VICTORIA 4 DR SEDAN vin: 2FAHP71V39X138699  blue ac radio at od 8-cyl  4.6L air bag light is on   mileage: approx. 117,219"
2012,003,09/12/2012,024,Auction,3300.00,2009 FORD CROWN VICTORIA 4 DR SEDAN,"2009 FORD CROWN VICTORIA 4 DR SEDAN vin: 2FAHP71V49X102066  blue 8-cyl  4.6L accident damage to right front including headlight, fender, grill   mileage: approx. 122,156"
2012,003,09/12/2012,025,Auction,1300.00,2000 FORD TAURUS SEDAN FFV,"2000 FORD TAURUS SEDAN FFV vin: 1FAFP5326YG208246  green ac radio at od 6-cyl  6.0L front frame has rusted through areas; rusted fender wells, quarter panel mileage: approx. 62,374"
2012,003,09/12/2012,026,Auction,1000.00,2002 FORD TAURUS SE 4 DR SEDAN FFV,"2002 FORD TAURUS SE 4 DR SEDAN FFV vin: 1FAFP53262A194777  silver ac radio at od 6-cyl  3.0L holes in driver side, floor pan rot  mileage: approx. 129,347"
2012,003,09/12/2012,027,Auction,900.00,2002 FORD TAURUS SE WAGON FFV,"2002 FORD TAURUS SE WAGON FFV vin: 1FAFP58232A190128  gray ac radio at od 6-cyl  3.0L grill missing   mileage: approx. 162,020"
2012,003,09/12/2012,028,Auction,550.00,2000 CHEVROLET 3500 4X2 1-TON CC PICKUP,"2000 CHEVROLET 3500 4X2 1-TON CC PICKUP vin: 1GCGC33R4YF495071  yellow radio at od 8-cyl  5.7L        NON-OPERATING bad engine knock  mileage: approx. 179,393"
2012,003,09/12/2012,029,Auction,1800.00,2004 CHEVROLET 1500 4X2 EXTENDED CAB PICKUP,"2004 CHEVROLET 1500 4X2 EXTENDED CAB PICKUP vin: 1GCEC19T84Z306400  yellow ac radio at od 8-cyl  5.3L CELCO   mileage: approx. 207,511"
2012,003,09/12/2012,030,Auction,900.00,2001 CHEVROLET 3500 1-TON CARGO VAN,"2001 CHEVROLET 3500 1-TON CARGO VAN vin: 1GCHG35R211206682  yellow radio at od 8-cyl  5.7L
has 99,317 miles on it. not 184,929  broken alternator belt, seized; exhaust leak; cracked windshield   mileage: approx. 184929"
2012,003,09/12/2012,031,Auction,700.00,1997 FORD E250 3/4T CARGO VAN,"1997 FORD E250 3/4T CARGO VAN vin: 1FTHE24L8VHB18570  yellow radio at od 8-cyl  5.4L lower body rot  mileage: approx. 94,959"
2012,003,09/12/2012,032,Auction,1200.00,1990 FORD F600 2-TON 4X2 STAKE TRUCK,"1990 FORD F600 2-TON 4X2 STAKE TRUCK vin: 1FDNK64P2LVA42263  yellow ab mt 6 cyl  401l truck cab & stake body extremely rusted   mileage: approx. 64,638"
2012,003,09/12/2012,033,Auction,900.00,1996 FORD F450 1.5T STAKE TRUCK,"1996 FORD F450 1.5T STAKE TRUCK vin: 1FDLF47G5TEB08557  yellow radio at od 8-cyl  7.5L        NON-OPERATING coolant leak, overheats; poor brakes; PS leak; rust hole in differential      mileage: approx. 129,270"
2012,003,09/12/2012,034,Auction,1350.00,1986 INTERNATIONAL 2-TON 4X2 STAKE TRUCK,"1986 INTERNATIONAL 2-TON 4X2 STAKE TRUCK vin: 1HTLAHEM9GHA35898  yellow mt 8-cyl  6.9L dump box rusty   mileage: approx. 102,526"
2012,003,09/12/2012,035,Auction,2300.00,1996 INTERNATIONAL 4700 2-TON 4X2 STAKE TRUCK,"1996 INTERNATIONAL 4700 2-TON 4X2 STAKE TRUCK vin: 1HTSCAAN8TH274328  yellow at 6-cyl  stake rack modified for oxygen & acetylene tank storage; racks rusted; side rails a some cross rails rusted through  mileage: approx. 105,190"
2012,003,09/12/2012,036,Auction,2500.00,1992 CHEVROLET KODIAK  2-TON DUMP TRUCK,"1992 CHEVROLET KODIAK  2-TON DUMP TRUCK  vin: 1GBM7H1J7NJ101738  yellow ab at 6-cyl  6.6L hour meter & temp gauge broken; dash has missing parts; rust holes in dump box mileage: approx. 96,106"
2012,003,09/12/2012,037,Auction,2750.00,1993 CHEVROLET  3.5-TON DUMP TRUCK,"1993 CHEVROLET  3.5-TON DUMP TRUCK  vin: 1GBP7H1J9PJ104107  yellow ab at 6-cyl  6.6L oil leak; coolant leak-may lave bad water pump   mileage: approx. 100,991"
2012,003,09/12/2012,038,Auction,2350.00,1994 INTERNATIONAL 4700 2-TON 4X2 DUMP TRUCK,"1994 INTERNATIONAL 4700 2-TON 4X2 DUMP TRUCK vin: 1HTSCACN7RH573394  yellow ab ps at 6-cyl  minor oil leaks; cab floor rot   mileage: approx. 124,221"
2012,003,09/12/2012,039,Auction,1950.00,1996 INTER 4700 2T 4X2 CC DUMP,"1996 INTER 4700 2T 4X2 CC DUMP  vin: 1HTSCAAN9TH274371  6-cyl  front hood damage;engine noise; transmission slips    mileage approx. 126,196"
2012,003,09/12/2012,040,Auction,2300.00,1996 INTERNATIONAL 4700 2-TON 4X2 CC DUMP TRUCK,"1996 INTERNATIONAL 4700 2-TON 4X2 CC DUMP TRUCK vin: 1HTSCAAN8TH274376  yellow  6-cyl  heavy rust/rot all around; front main seal leak; windshield scratched; 1/2"" frame separation due to rust   mileage: approx. 155,814"
2012,003,09/12/2012,041,Auction,3300.00,1996 INTER 4700 2T 4X2 CC DUMP,"1996 INTER 4700 2T 4X2 CC DUMP vin: 1HTSCAAN7TH274367   6-cyl  frame spread; dump box rusted    mileage approx. 157,531"
2012,003,09/12/2012,042,Auction,4400.00,1998 INTERNATIONAL 4700 2-TON 4X2 DUMP TRUCK,"1998 INTERNATIONAL 4700 2-TON 4X2 DUMP TRUCK vin: 1HTSCAAN3WH521128  yellow ab at PS 6-cyl  dump body rot; cab doors/floor rusted; interior torn   mileage: approx. 107,168"
2012,003,09/12/2012,043,Auction,4900.00,1989 INTERNATIONAL 2574 3.5-TON 4X2 DUMP TRUCK,"1989 INTERNATIONAL 2574 3.5-TON 4X2 DUMP TRUCK vin: 1HTZMGBR9KH661100  yellow 6-cyl  10L frame spread approx 1"" at center of truck; left rear spring broken; coolant leak on right side of engine  mileage: approx. 112,346"
2012,003,09/12/2012,044,Auction,3200.00,1992 INTERNATIONAL 2574 3.5-TON 4X2 DUMP TRUCK,"1992 INTERNATIONAL 2574 3.5-TON 4X2 DUMP TRUCK vin: 1HTGEAYR3NH388622  yellow ab at 6-cyl  heavy cab rot; truck won't start-possibly dead batteries  mileage: approx. 85,184"
2012,003,09/12/2012,045,Auction,4000.00,1996 INTER 2574 7T 6X4 M11 DUMP TRUCK,"1996 INTER 2574 7T 6X4 M11 DUMP TRUCK vin: 1HTGGAHT1TH274315    6-cyl  frame spread; cab floor and body corrosion    mileage approx: 102,810
"
2012,003,09/12/2012,046,Auction,4500.00,1996 INTERNATIONAL 2574 7-TON 6X4 L10 DUMP TRUCK,"1996 INTERNATIONAL 2574 7-TON 6X4 L10 DUMP TRUCK vin: 1HTGGAUT9TH274293  yellow ab at 6-cyl   mileage: approx. 158,999  "
